train_id,station,expected_arrival,actual_arrival
BART044,BALPK,2026-04-25 21:06:00,2026-04-25 21:10:58
BART044,DALY,2026-04-25 21:10:00,2026-04-25 21:15:18
BART045,DUBLIN,2026-04-25 20:25:00,2026-04-25 20:24:54
BART045,W DUB,2026-04-25 20:28:00,2026-04-25 20:27:56
BART045,CVLY,2026-04-25 20:39:00,2026-04-25 20:39:16
BART045,BFAIR,2026-04-25 20:43:00,2026-04-25 20:43:28
BART045,SLEAN,2026-04-25 20:47:00,2026-04-25 20:47:24
BART045,COLIS,2026-04-25 20:51:00,2026-04-25 20:51:16
BART045,FRTVL,2026-04-25 20:55:00,2026-04-25 20:55:24
BART045,LAKEM,2026-04-25 20:59:00,2026-04-25 20:59:36
BART045,W OAK,2026-04-25 21:05:00,2026-04-25 21:05:52
BART045,EMBAR,2026-04-25 21:12:00,2026-04-25 21:13:02
BART045,MONTG,2026-04-25 21:13:00,2026-04-25 21:14:20
BART045,POWEL,2026-04-25 21:15:00,2026-04-25 21:17:06
BART045,CIVIC,2026-04-25 21:17:00,2026-04-25 21:20:21
BART045,16ST,2026-04-25 21:19:00,2026-04-25 21:22:30
BART045,24ST,2026-04-25 21:21:00,2026-04-25 21:24:45
BART045,GLNPK,2026-04-25 21:24:00,2026-04-25 21:28:18
BART045,BALPK,2026-04-25 21:26:00,2026-04-25 21:31:06
BART045,DALY,2026-04-25 21:30:00,2026-04-25 21:34:57
BART046,DUBLIN,2026-04-25 20:45:00,2026-04-25 20:44:52
BART046,W DUB,2026-04-25 20:48:00,2026-04-25 20:47:59
BART046,CVLY,2026-04-25 20:59:00,2026-04-25 20:59:02
BART046,BFAIR,2026-04-25 21:03:00,2026-04-25 21:03:13
BART046,SLEAN,2026-04-25 21:07:00,2026-04-25 21:07:14
BART046,COLIS,2026-04-25 21:11:00,2026-04-25 21:11:06
BART046,FRTVL,2026-04-25 21:15:00,2026-04-25 21:15:12
BART046,LAKEM,2026-04-25 21:19:00,2026-04-25 21:19:22
BART046,W OAK,2026-04-25 21:25:00,2026-04-25 21:25:22
BART046,EMBAR,2026-04-25 21:32:00,2026-04-25 21:32:12
BART046,MONTG,2026-04-25 21:33:00,2026-04-25 21:34:10
BART046,POWEL,2026-04-25 21:35:00,2026-04-25 21:37:12
BART046,CIVIC,2026-04-25 21:37:00,2026-04-25 21:39:47
BART046,16ST,2026-04-25 21:39:00,2026-04-25 21:42:07
BART046,24ST,2026-04-25 21:41:00,2026-04-25 21:44:08
BART046,GLNPK,2026-04-25 21:44:00,2026-04-25 21:48:01
BART046,BALPK,2026-04-25 21:46:00,2026-04-25 21:50:46
BART046,DALY,2026-04-25 21:50:00,2026-04-25 21:54:58
BART047,DUBLIN,2026-04-25 21:05:00,2026-04-25 21:04:39
BART047,W DUB,2026-04-25 21:08:00,2026-04-25 21:07:42
BART047,CVLY,2026-04-25 21:19:00,2026-04-25 21:18:37
BART047,BFAIR,2026-04-25 21:23:00,2026-04-25 21:22:50
BART047,SLEAN,2026-04-25 21:27:00,2026-04-25 21:26:56
BART047,COLIS,2026-04-25 21:31:00,2026-04-25 21:31:16
BART047,FRTVL,2026-04-25 21:35:00,2026-04-25 21:35:26
BART047,LAKEM,2026-04-25 21:39:00,2026-04-25 21:39:24
BART047,W OAK,2026-04-25 21:45:00,2026-04-25 21:45:33
BART047,EMBAR,2026-04-25 21:52:00,2026-04-25 21:52:48
BART047,MONTG,2026-04-25 21:53:00,2026-04-25 21:54:56
BART047,POWEL,2026-04-25 21:55:00,2026-04-25 21:57:55
BART047,CIVIC,2026-04-25 21:57:00,2026-04-25 22:00:41
BART047,16ST,2026-04-25 21:59:00,2026-04-25 22:02:57
BART047,24ST,2026-04-25 22:01:00,2026-04-25 22:05:10
BART047,GLNPK,2026-04-25 22:04:00,2026-04-25 22:08:41
BART047,BALPK,2026-04-25 22:06:00,2026-04-25 22:11:23
BART047,DALY,2026-04-25 22:10:00,2026-04-25 22:15:20
BART048,DUBLIN,2026-04-25 21:25:00,2026-04-25 21:25:23
BART048,W DUB,2026-04-25 21:28:00,2026-04-25 21:28:42
BART048,CVLY,2026-04-25 21:39:00,2026-04-25 21:39:34
BART048,BFAIR,2026-04-25 21:43:00,2026-04-25 21:43:32
BART048,SLEAN,2026-04-25 21:47:00,2026-04-25 21:47:50
BART048,COLIS,2026-04-25 21:51:00,2026-04-25 21:51:54
BART048,FRTVL,2026-04-25 21:55:00,2026-04-25 21:55:51
BART048,LAKEM,2026-04-25 21:59:00,2026-04-25 22:00:05
BART048,W OAK,2026-04-25 22:05:00,2026-04-25 22:06:09
BART048,EMBAR,2026-04-25 22:12:00,2026-04-25 22:13:17
BART048,MONTG,2026-04-25 22:13:00,2026-04-25 22:15:23
BART048,POWEL,2026-04-25 22:15:00,2026-04-25 22:18:01
BART048,CIVIC,2026-04-25 22:17:00,2026-04-25 22:20:37
BART048,16ST,2026-04-25 22:19:00,2026-04-25 22:22:54
BART048,24ST,2026-04-25 22:21:00,2026-04-25 22:24:54
BART048,GLNPK,2026-04-25 22:24:00,2026-04-25 22:28:19
BART048,BALPK,2026-04-25 22:26:00,2026-04-25 22:30:41
BART048,DALY,2026-04-25 22:30:00,2026-04-25 22:34:56
BART049,DUBLIN,2026-04-25 21:45:00,2026-04-25 21:44:46
BART049,W DUB,2026-04-25 21:48:00,2026-04-25 21:47:46
BART049,CVLY,2026-04-25 21:59:00,2026-04-25 21:58:44
BART049,BFAIR,2026-04-25 22:03:00,2026-04-25 22:03:02
BART049,SLEAN,2026-04-25 22:07:00,2026-04-25 22:07:11
BART049,COLIS,2026-04-25 22:11:00,2026-04-25 22:11:23
BART049,FRTVL,2026-04-25 22:15:00,2026-04-25 22:15:41
BART049,LAKEM,2026-04-25 22:19:00,2026-04-25 22:19:39
BART049,W OAK,2026-04-25 22:25:00,2026-04-25 22:25:46
BART049,EMBAR,2026-04-25 22:32:00,2026-04-25 22:32:36
BART049,MONTG,2026-04-25 22:33:00,2026-04-25 22:34:09
BART049,POWEL,2026-04-25 22:35:00,2026-04-25 22:36:31
BART049,CIVIC,2026-04-25 22:37:00,2026-04-25 22:39:25
BART049,16ST,2026-04-25 22:39:00,2026-04-25 22:41:30
BART049,24ST,2026-04-25 22:41:00,2026-04-25 22:43:37
BART049,GLNPK,2026-04-25 22:44:00,2026-04-25 22:47:13
BART049,BALPK,2026-04-25 22:46:00,2026-04-25 22:49:55
BART049,DALY,2026-04-25 22:50:00,2026-04-25 22:54:05
BART050,DUBLIN,2026-04-25 22:05:00,2026-04-25 22:05:15
BART050,W DUB,2026-04-25 22:08:00,2026-04-25 22:08:20
BART050,CVLY,2026-04-25 22:19:00,2026-04-25 22:19:24
BART050,BFAIR,2026-04-25 22:23:00,2026-04-25 22:23:39
BART050,SLEAN,2026-04-25 22:27:00,2026-04-25 22:27:29
BART050,COLIS,2026-04-25 22:31:00,2026-04-25 22:31:21
BART050,FRTVL,2026-04-25 22:35:00,2026-04-25 22:35:20
BART050,LAKEM,2026-04-25 22:39:00,2026-04-25 22:39:17
BART050,W OAK,2026-04-25 22:45:00,2026-04-25 22:45:19
BART050,EMBAR,2026-04-25 22:52:00,2026-04-25 22:52:31
BART050,MONTG,2026-04-25 22:53:00,2026-04-25 22:54:02
BART050,POWEL,2026-04-25 22:55:00,2026-04-25 22:57:05
BART050,CIVIC,2026-04-25 22:57:00,2026-04-25 22:59:51
BART050,16ST,2026-04-25 22:59:00,2026-04-25 23:01:58
BART050,24ST,2026-04-25 23:01:00,2026-04-25 23:04:04
BART050,GLNPK,2026-04-25 23:04:00,2026-04-25 23:07:33
BART050,BALPK,2026-04-25 23:06:00,2026-04-25 23:10:18
BART050,DALY,2026-04-25 23:10:00,2026-04-25 23:14:18
BART051,DUBLIN,2026-04-25 22:25:00,2026-04-25 22:24:52
BART051,W DUB,2026-04-25 22:28:00,2026-04-25 22:28:04
BART051,CVLY,2026-04-25 22:39:00,2026-04-25 22:39:08
BART051,BFAIR,2026-04-25 22:43:00,2026-04-25 22:43:06
BART051,SLEAN,2026-04-25 22:47:00,2026-04-25 22:47:05
BART051,COLIS,2026-04-25 22:51:00,2026-04-25 22:51:03
BART051,FRTVL,2026-04-25 22:55:00,2026-04-25 22:55:00
BART051,LAKEM,2026-04-25 22:59:00,2026-04-25 22:58:53
BART051,W OAK,2026-04-25 23:05:00,2026-04-25 23:05:06
BART051,EMBAR,2026-04-25 23:12:00,2026-04-25 23:12:02
BART051,MONTG,2026-04-25 23:13:00,2026-04-25 23:13:24
BART051,POWEL,2026-04-25 23:15:00,2026-04-25 23:16:26
BART051,CIVIC,2026-04-25 23:17:00,2026-04-25 23:19:45
BART051,16ST,2026-04-25 23:19:00,2026-04-25 23:21:40
BART051,24ST,2026-04-25 23:21:00,2026-04-25 23:23:36
BART051,GLNPK,2026-04-25 23:24:00,2026-04-25 23:27:10
BART051,BALPK,2026-04-25 23:26:00,2026-04-25 23:29:38
BART051,DALY,2026-04-25 23:30:00,2026-04-25 23:33:51
BART052,DUBLIN,2026-04-25 22:45:00,2026-04-25 22:45:07
BART052,W DUB,2026-04-25 22:48:00,2026-04-25 22:48:21
BART052,CVLY,2026-04-25 22:59:00,2026-04-25 22:59:27
BART052,BFAIR,2026-04-25 23:03:00,2026-04-25 23:03:36
BART052,SLEAN,2026-04-25 23:07:00,2026-04-25 23:07:35
BART052,COLIS,2026-04-25 23:11:00,2026-04-25 23:11:28
BART052,FRTVL,2026-04-25 23:15:00,2026-04-25 23:15:44
BART052,LAKEM,2026-04-25 23:19:00,2026-04-25 23:19:40
BART052,W OAK,2026-04-25 23:25:00,2026-04-25 23:25:39
BART052,EMBAR,2026-04-25 23:32:00,2026-04-25 23:32:36
BART052,MONTG,2026-04-25 23:33:00,2026-04-25 23:34:03
BART052,POWEL,2026-04-25 23:35:00,2026-04-25 23:36:17
BART052,CIVIC,2026-04-25 23:37:00,2026-04-25 23:39:18
BART052,16ST,2026-04-25 23:39:00,2026-04-25 23:41:12
BART052,24ST,2026-04-25 23:41:00,2026-04-25 23:43:10
BART052,GLNPK,2026-04-25 23:44:00,2026-04-25 23:46:17
BART052,BALPK,2026-04-25 23:46:00,2026-04-25 23:48:48
BART052,DALY,2026-04-25 23:50:00,2026-04-25 23:53:00
BART053,DUBLIN,2026-04-25 23:05:00,2026-04-25 23:05:30
BART053,W DUB,2026-04-25 23:08:00,2026-04-25 23:08:24
BART053,CVLY,2026-04-25 23:19:00,2026-04-25 23:19:34
BART053,BFAIR,2026-04-25 23:23:00,2026-04-25 23:23:51
BART053,SLEAN,2026-04-25 23:27:00,2026-04-25 23:28:05
BART053,COLIS,2026-04-25 23:31:00,2026-04-25 23:32:10
BART053,FRTVL,2026-04-25 23:35:00,2026-04-25 23:36:03
BART053,LAKEM,2026-04-25 23:39:00,2026-04-25 23:40:20
BART053,W OAK,2026-04-25 23:45:00,2026-04-25 23:46:10
BART053,EMBAR,2026-04-25 23:52:00,2026-04-25 23:53:18
BART053,MONTG,2026-04-25 23:53:00,2026-04-25 23:55:02
BART053,POWEL,2026-04-25 23:55:00,2026-04-25 23:57:50
BART053,CIVIC,2026-04-25 23:57:00,2026-04-26 00:00:16
BART053,16ST,2026-04-25 23:59:00,2026-04-26 00:02:36
BART053,24ST,2026-04-26 00:01:00,2026-04-26 00:04:27
BART053,GLNPK,2026-04-26 00:04:00,2026-04-26 00:08:10
BART053,BALPK,2026-04-26 00:06:00,2026-04-26 00:10:57
BART053,DALY,2026-04-26 00:10:00,2026-04-26 00:14:50
BART054,DUBLIN,2026-04-25 23:25:00,2026-04-25 23:25:22
BART054,W DUB,2026-04-25 23:28:00,2026-04-25 23:28:14
BART054,CVLY,2026-04-25 23:39:00,2026-04-25 23:39:16
BART054,BFAIR,2026-04-25 23:43:00,2026-04-25 23:43:21
BART054,SLEAN,2026-04-25 23:47:00,2026-04-25 23:47:13
BART054,COLIS,2026-04-25 23:51:00,2026-04-25 23:51:21
BART054,FRTVL,2026-04-25 23:55:00,2026-04-25 23:55:31
BART054,LAKEM,2026-04-25 23:59:00,2026-04-25 23:59:42
BART054,W OAK,2026-04-26 00:05:00,2026-04-26 00:05:33
BART054,EMBAR,2026-04-26 00:12:00,2026-04-26 00:12:27
BART054,MONTG,2026-04-26 00:13:00,2026-04-26 00:14:12
BART054,POWEL,2026-04-26 00:15:00,2026-04-26 00:17:06
BART054,CIVIC,2026-04-26 00:17:00,2026-04-26 00:19:28
BART054,16ST,2026-04-26 00:19:00,2026-04-26 00:21:21
BART054,24ST,2026-04-26 00:21:00,2026-04-26 00:23:28
BART054,GLNPK,2026-04-26 00:24:00,2026-04-26 00:27:10
BART054,BALPK,2026-04-26 00:26:00,2026-04-26 00:29:53
BART054,DALY,2026-04-26 00:30:00,2026-04-26 00:34:08
BART055,DUBLIN,2026-04-25 23:45:00,2026-04-25 23:45:09
BART055,W DUB,2026-04-25 23:48:00,2026-04-25 23:48:06
BART055,CVLY,2026-04-25 23:59:00,2026-04-25 23:59:20
BART055,BFAIR,2026-04-26 00:03:00,2026-04-26 00:03:26
BART055,SLEAN,2026-04-26 00:07:00,2026-04-26 00:07:28
BART055,COLIS,2026-04-26 00:11:00,2026-04-26 00:11:32
BART055,FRTVL,2026-04-26 00:15:00,2026-04-26 00:15:51
BART055,LAKEM,2026-04-26 00:19:00,2026-04-26 00:19:55
BART055,W OAK,2026-04-26 00:25:00,2026-04-26 00:25:54
BART055,EMBAR,2026-04-26 00:32:00,2026-04-26 00:33:11
BART055,MONTG,2026-04-26 00:33:00,2026-04-26 00:35:01
BART055,POWEL,2026-04-26 00:35:00,2026-04-26 00:37:51
BART055,CIVIC,2026-04-26 00:37:00,2026-04-26 00:40:18
BART055,16ST,2026-04-26 00:39:00,2026-04-26 00:42:27
BART055,24ST,2026-04-26 00:41:00,2026-04-26 00:44:47
BART055,GLNPK,2026-04-26 00:44:00,2026-04-26 00:48:18
BART055,BALPK,2026-04-26 00:46:00,2026-04-26 00:51:17
BART055,DALY,2026-04-26 00:50:00,2026-04-26 00:55:13
BART056,DUBLIN,2026-04-26 00:54:00,2026-04-26 00:54:10
BART056,W DUB,2026-04-26 00:57:00,2026-04-26 00:57:06
BART056,CVLY,2026-04-26 01:08:00,2026-04-26 01:08:04
BART056,BFAIR,2026-04-26 01:12:00,2026-04-26 01:12:15
